"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"no12374";"360609646";"705183921";"705183922";"2041595437626";"Спортивная сумка для телефона на пояс, оранжевая";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:21:32";"Сумка спортивная";"'0.20";"'0.1";"0";"0";"0";"3";"0";"505.00";"757.00";;;;"0%"
"p6995";"360609975";"705220069";"705220068";"2044803632622";"Чехол бархатный с шапочкой для iPhone 12/12 Pro, красный";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:21:50";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"32";"0";"383.00";"517.00";;;;"0%"
"p7013";"360610700";"705178345";"705178346";"2041606413625";"Кабель оптический TOS (m) - TOS (m) - 30 метров";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:22:22";"Кабель для мобильных устройств";"'1.00";"'0.2";"0";"0";"0";"2";"0";"2658.00";"3826.00";;;;"0%"
"p7018";"360621640";"705220392";"705220393";"2041638975627";"Спортивный чехол для телефона на руку 5.5 дюймов (розовый)";"20";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:31:57";"Сумка, чехол для спортинвентаря";"'0.12";"'0.1";"0";"0";"0";"2";"0";"409.00";"555.00";;"310.00";"https://market.yandex.ru/product--/949291667/?sku=101308788256";"0%"
"kkkp7021";"360625208";"705198256";"705198255";"2041639151624";"Противоударная накладка на дверь автомобиля, капот, багажник, противошумные буферные прокладки, 10 шт";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:35:24";"Шумоизоляция для автомобиля";"'1.00";"'0.2";"0";"0";"0";"208";"0";"359.00";"483.00";;;;"0%"
"p7027";"360625571";"705235814";"705235811";"2041651479621";"Наручные электронные детские часы, синие";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:35:48";"Бижу часы наручные унисекс";"'0.12";"'0.1";"0";"0";"0";"6";"0";"409.00";"555.00";;;;"0%"
"p7065";"360625768";"705199752";"705199751";"2041653901625";"Наручные электронные детские часы, желтые";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:36:00";"Бижу часы наручные унисекс";"'0.12";"'0.1";"0";"0";"0";"6";"0";"409.00";"555.00";;;;"0%"
"p70677";"360626006";"705199767";"705199768";"2041655017621";"Наручные электронные детские часы, бежевые";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:36:12";"Бижу часы наручные унисекс";"'0.12";"'0.1";"0";"0";"0";"4";"0";"409.00";"555.00";;;;"0%"
"p70554";"360626149";"705199776";"705199775";"2041655077625";"Наручные электронные детские часы, красные";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:36:25";"Бижу часы наручные унисекс";"'0.12";"'0.1";"0";"0";"0";"4";"0";"409.00";"555.00";;;;"0%"
"p7037";"360626228";"705207753";"705207752";"2041711907620";"Компас Marching Lensatic Compass, черный";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:36:49";"Компас";"'0.34";"'0.1";"0";"0";"0";"6";"0";"831.00";"1247.00";;;;"0%"
"p7040";"360626650";"705207772";"705207773";"2041717766627";"Лупа складная 5х увеличение, 50 мм";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:37:54";"Лупа ручная, налобная, очки увеличительные";"'0.12";"'0.1";"0";"0";"0";"12";"0";"357.00";"525.00";;;;"0%"
"p70432";"360627049";"705490640";"705490641";"2041718982620";"Беспроводные Bluetooth наушники KIN SPORT KL-11 с микрофоном, черный";"10";"Kin";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:38:42";"Наушники Bluetooth";"'4.90";"'1.0";"0";"0";"0";"11";"0";"945.00";"1417.00";;;;"0%"
"p7044";"360627803";"705212965";"705212966";"2041719742629";"Дозатор для жидкого мыла настенный Sonwelle, 500мл";"5";"SonWelle";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:39:50";"Дозатор средства для мытья посуды";"'2.00";"'0.4";"0";"0";"0";"1";"0";"945.00";"1417.00";;;;"0%"
"p7046";"360628814";"705207571";"705207570";"2041719973627";"Электрогирлянда уличная светодиодная, 50 м, разноцветная";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:40:47";"Электрогирлянда интерьерная";"'2.94";"'0.6";"0";"0";"0";"5";"0";"3360.00";"5040.00";;;;"0%"
"p7048";"360629562";"705329614";"705329613";"2041720403625";"Универсальная овощечистка для овощей и фруктов, зелёная";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:41:17";"Овощерезка, терка, измельчитель электрические";"'4.90";"'1.0";"0";"0";"0";"37";"0";"409.00";"555.00";;;;"0%"
"no72632";"360630644";"705210138";"705210137";"2041721719626";"Секатор плоскостной , 220 мм";"12.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:42:00";"Секатор, сучкорез ручной";"'0.07";"'0.1";"0";"0";"0";"10";"0";"543.00";"815.00";;;;"0%"
"no232234";"360631060";"705222467";"705222466";"2041722423621";"Универсальный держатель на панель и на лобовое стекло";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:42:17";"Держатель автомобильный для мобильных устройств";"'1.50";"'0.3";"0";"0";"0";"7";"0";"1320.00";"1980.00";;;;"0%"
"p7949";"360830127";"705565986";"705565987";"2044814362624";"Воскоплав баночный Pro-Wax 100";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 15:31:53";"Разогреватель воска";"'1.00";"'0.2";"0";"0";"0";"17";"0";"1286.00";"1929.00";;;;"0%"
"Wb548039";"362531798";"708636870";"708636871";"2027784189620";"Поднос пластиковый";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 08:42:30";"Поднос";"'2.16";"'0.4";"0";"0";"0";"174";"0";"427.00";"555.00";;;;"0%"
"p7053";"362607113";"708655148";"708655147";"2041723452620";"Кабель Micro USB Tranyoo для зарядки 2.1A, 1 м";"0";"TRANYOO";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:39:51";"Кабель для мобильных устройств";"'0.12";"'0.1";"0";"0";"0";"2";"0";"399.00";"540.00";;;;"0%"
"p7056";"362607152";"708649565";"708649564";"2041735443623";"Адаптер KIN KY214 Type-C на Audio AUX + зарядка, черный";"5";"Kin";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:40:11";"Видео кабели и переходники";"'0.12";"'0.1";"0";"0";"0";"14";"0";"399.00";"540.00";;;;"0%"
"p7057";"362612421";"708653357";"708653358";"2041736637625";"Переходник KIN USB на Audio AUX 3.5 mm + Микрофон, красный";"0";"Kin";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:50:42";"Видео кабели и переходники";"'0.12";"'0.1";"0";"0";"0";"32";"0";"438.00";"658.00";;;;"0%"
"kkkp7057";"362613301";"719207287";"719207288";"2041736651621";"Органайзер на спинку сиденья автомобиля из 6 карманов, темно-серый";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:53:35";"Разное автопринадлежности";"'1.00";"'0.2";"0";"0";"0";"749";"0";"582.00";"874.00";;;;"0%"
"p70570";"362613330";"708652789";"708652790";"2041736726626";"Переходник KIN USB на Audio AUX 3.5 mm + Микрофон, черный";"0";"Kin";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:53:51";"Видео кабели и переходники";"'0.12";"'0.1";"0";"0";"0";"6";"0";"438.00";"658.00";;;;"0%"
"p70653";"362613449";"708655596";"708655597";"2041849499622";"Игровая консоль на 620 игр с двумя джойстиками 8 бит/ Игровая приставка";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:54:55";"Игровая приставка";"'4.00";"'0.8";"0";"0";"0";"3";"0";"1905.00";"2858.00";;;;"0%"
"p7067";"362613715";"709252242";"709252243";"2041873644623";"Портативный LED светильник с магнитным креплением, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:56:08";"Светильник потолочный";"'0.07";"'0.1";"0";"0";"0";"43";"0";"409.00";"555.00";;;;"0%"
"p7068";"362614667";"709251496";"709251495";"2041874948621";"Настольная светодиодная 3D лампа Сова";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 13:59:15";"Светильник настольный";"'1.00";"'0.2";"0";"0";"0";"6";"0";"756.00";"1134.00";;;;"0%"
"kkkp7070";"362614926";"719209096";"719209095";"2041878975623";"Наклейка на авто SPORT, металлическая, 14x2 см, хром";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:00:20";"Наклейка, табличка, шильдик для авто";"'1.00";"'0.2";"0";"0";"0";"145";"0";"404.00";"547.00";;;;"0%"
"kkkp7071";"362614986";"709387159";"709387160";"2041879163623";"Наклейка на авто SPORT, металлическая, 14x2 см, черный";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:00:46";"Наклейка, табличка, шильдик для авто";"'1.00";"'0.2";"0";"0";"0";"150";"0";"404.00";"547.00";;;;"0%"
"kkkp7072";"362615097";"719207780";"719207779";"2041879245626";"Наклейка на авто SPORT,металлическая, 14x2 см, красный";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:01:28";"Наклейка, табличка, шильдик для авто";"'1.00";"'0.2";"0";"0";"0";"149";"0";"404.00";"547.00";;;;"0%"
"p7086";"362615452";"708656084";"708656085";"2041943513620";"Подсветка для унитаза LED с датчиком движения Light Bowl (8 цветов)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:03:28";"Светильник декоративный";"'0.12";"'0.1";"0";"0";"0";"10";"0";"582.00";"874.00";;;;"0%"
"p7090";"362615943";"709364592";"709364593";"2041983874620";"Органайзер-трансформер для багажа Stow-N-Go";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:04:37";"Разное автопринадлежности";"'150.00";"'30.0";"0";"0";"0";"12";"0";"1102.00";"1653.00";;;;"0%"
"p7092";"362615953";"709260134";"709260136";"2041985847622";"Штатив-тренога 3110 телескопический, 102 см";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:04:51";"Штатив для фото/видео устройств";"'4.00";"'0.8";"0";"0";"0";"13";"0";"945.00";"1417.00";;;;"0%"
"p7093";"362617571";"708660462";"708660463";"2041989492620";"Универсальный раздвижной лоток для хранения столовых приборов";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:11:27";"Сушилка, подставка для посуды, столовых приборов";"'16.12";"'3.2";"0";"0";"0";"5";"0";"1102.00";"1653.00";;;;"0%"
"p7096";"362617654";"708660559";"708660558";"2041990881628";"Карты игральные с пластиковым покрытием, 1 колода 36 карты";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:12:18";"Карты игральные";"'0.60";"'0.1";"0";"0";"0";"25";"0";"582.00";"874.00";;;;"0%"
"p70963";"362617738";"708660629";"708660628";"2041990831623";"Рассекатель пламени для плиты, 20см";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-11 14:13:12";"Рассекатель, накладка на решетку газовой плиты";"'1.20";"'0.2";"0";"0";"0";"6";"0";"478.00";"718.00";;;;"0%"
